date,conversion_id,channel,revenue,emails_sent,impressions_social,clicks,spend
2024-08-05,CONV-132,PPC,47.86,,,,280.78
2024-08-05,CONV-133,PPC,30.85,,,,280.78
2024-08-05,CONV-134,Email,69.76,1784.0,,108.97338661590122,
2024-08-05,CONV-135,Email,195.27,1784.0,,108.97338661590122,
2024-08-05,CONV-136,Email,247.82,1784.0,,108.97338661590122,
2024-08-05,CONV-137,Email,59.5,1784.0,,108.97338661590122,
2024-08-05,CONV-138,Email,157.86,1784.0,,108.97338661590122,
2024-08-05,CONV-139,Email,174.75,1784.0,,108.97338661590122,
2024-08-05,CONV-140,Email,162.43,1784.0,,108.97338661590122,
2024-08-05,CONV-141,Email,99.32,1784.0,,108.97338661590122,
2024-08-05,CONV-142,Email,66.56,1784.0,,108.97338661590122,
2024-08-05,CONV-143,Email,43.26,1784.0,,108.97338661590122,
2024-08-05,CONV-144,Social Media,223.6,,10092.0,198.0,119.25
2024-08-05,CONV-145,Social Media,113.08,,10092.0,198.0,119.25
2024-08-05,CONV-146,Social Media,40.27,,10092.0,198.0,119.25
2024-08-05,CONV-147,Social Media,77.84,,10092.0,198.0,119.25
2024-08-05,CONV-148,Social Media,59.38,,10092.0,198.0,119.25
2024-08-06,CONV-149,PPC,109.32,,,,339.69
2024-08-06,CONV-150,PPC,33.43,,,,339.69
2024-08-06,CONV-151,PPC,103.39,,,,339.69
2024-08-06,CONV-152,PPC,127.78,,,,339.69
2024-08-06,CONV-153,PPC,135.14,,,,339.69
2024-08-06,CONV-154,PPC,98.51,,,,339.69
2024-08-06,CONV-155,PPC,121.53,,,,339.69
2024-08-06,CONV-156,PPC,58.82,,,,339.69
2024-08-06,CONV-157,PPC,70.05,,,,339.69
2024-08-06,CONV-158,PPC,68.08,,,,339.69
2024-08-06,CONV-159,PPC,106.03,,,,339.69
2024-08-06,CONV-160,PPC,82.78,,,,339.69
2024-08-06,CONV-161,Email,98.93,1653.0,,98.94807918509046,
2024-08-06,CONV-162,Email,120.93,1653.0,,98.94807918509046,
2024-08-06,CONV-163,Email,50.34,1653.0,,98.94807918509046,
2024-08-06,CONV-164,Email,97.43,1653.0,,98.94807918509046,
2024-08-06,CONV-165,Email,119.26,1653.0,,98.94807918509046,
2024-08-06,CONV-166,Email,67.08,1653.0,,98.94807918509046,
2024-08-06,CONV-167,Email,118.84,1653.0,,98.94807918509046,
2024-08-06,CONV-168,Email,71.25,1653.0,,98.94807918509046,
2024-08-06,CONV-169,Email,227.07,1653.0,,98.94807918509046,
2024-08-06,CONV-170,Social Media,53.49,,14023.0,182.0,122.17
2024-08-06,CONV-171,Social Media,72.2,,14023.0,182.0,122.17
2024-08-06,CONV-172,Social Media,29.51,,14023.0,182.0,122.17
2024-08-06,CONV-173,Social Media,119.27,,14023.0,182.0,122.17
2024-08-07,CONV-174,PPC,70.74,,,,339.71
2024-08-07,CONV-175,PPC,57.28,,,,339.71
2024-08-07,CONV-176,PPC,28.56,,,,339.71
2024-08-07,CONV-177,PPC,133.31,,,,339.71
2024-08-07,CONV-178,PPC,182.58,,,,339.71
2024-08-07,CONV-179,PPC,128.16,,,,339.71
2024-08-07,CONV-180,PPC,90.66,,,,339.71
2024-08-07,CONV-181,PPC,76.59,,,,339.71
2024-08-07,CONV-182,PPC,103.47,,,,339.71
2024-08-07,CONV-183,PPC,121.98,,,,339.71
2024-08-07,CONV-184,PPC,200.49,,,,339.71
2024-08-07,CONV-185,PPC,130.45,,,,339.71
2024-08-07,CONV-186,PPC,125.87,,,,339.71
2024-08-07,CONV-187,PPC,235.26,,,,339.71
2024-08-07,CONV-188,PPC,48.59,,,,339.71
2024-08-07,CONV-189,PPC,107.15,,,,339.71
2024-08-07,CONV-190,PPC,51.88,,,,339.71
2024-08-07,CONV-191,PPC,75.85,,,,339.71
2024-08-07,CONV-192,PPC,49.06,,,,339.71
2024-08-07,CONV-193,PPC,75.03,,,,339.71
2024-08-07,CONV-194,PPC,50.49,,,,339.71
2024-08-07,CONV-195,Email,99.39,2470.0,,109.9104041332268,
2024-08-07,CONV-196,Email,88.87,2470.0,,109.9104041332268,
2024-08-07,CONV-197,Email,117.77,2470.0,,109.9104041332268,
2024-08-07,CONV-198,Email,57.97,2470.0,,109.9104041332268,
2024-08-07,CONV-199,Email,215.56,2470.0,,109.9104041332268,
2024-08-07,CONV-200,Email,57.14,2470.0,,109.9104041332268,
2024-08-07,CONV-201,Email,91.0,2470.0,,109.9104041332268,
2024-08-07,CONV-202,Email,66.26,2470.0,,109.9104041332268,
2024-08-07,CONV-203,Email,74.73,2470.0,,109.9104041332268,
2024-08-07,CONV-204,Email,75.56,2470.0,,109.9104041332268,
2024-08-07,CONV-205,Social Media,92.29,,13787.0,154.0,148.98
2024-08-07,CONV-206,Social Media,115.45,,13787.0,154.0,148.98
2024-08-07,CONV-207,Social Media,29.79,,13787.0,154.0,148.98
2024-08-08,CONV-208,PPC,59.74,,,,349.54
2024-08-08,CONV-209,PPC,158.67,,,,349.54
2024-08-08,CONV-210,PPC,25.8,,,,349.54
2024-08-08,CONV-211,PPC,105.88,,,,349.54
2024-08-08,CONV-212,PPC,26.6,,,,349.54
2024-08-08,CONV-213,PPC,168.23,,,,349.54
2024-08-08,CONV-214,PPC,25.01,,,,349.54
2024-08-08,CONV-215,PPC,49.23,,,,349.54
2024-08-08,CONV-216,PPC,72.83,,,,349.54
2024-08-08,CONV-217,PPC,90.43,,,,349.54
2024-08-08,CONV-218,PPC,260.78,,,,349.54
2024-08-08,CONV-219,PPC,53.39,,,,349.54
2024-08-08,CONV-220,PPC,139.75,,,,349.54
2024-08-08,CONV-221,PPC,125.56,,,,349.54
2024-08-08,CONV-222,PPC,99.03,,,,349.54
2024-08-08,CONV-223,PPC,50.49,,,,349.54
2024-08-08,CONV-224,Email,115.96,2094.0,,113.85795614910904,
2024-08-08,CONV-225,Email,162.45,2094.0,,113.85795614910904,
2024-08-08,CONV-226,Email,111.45,2094.0,,113.85795614910904,
2024-08-08,CONV-227,Email,148.47,2094.0,,113.85795614910904,
2024-08-08,CONV-228,Email,62.05,2094.0,,113.85795614910904,
2024-08-08,CONV-229,Email,147.72,2094.0,,113.85795614910904,
2024-08-08,CONV-230,Email,110.89,2094.0,,113.85795614910904,
2024-08-08,CONV-231,Email,110.29,2094.0,,113.85795614910904,
2024-08-08,CONV-232,Email,133.99,2094.0,,113.85795614910904,
2024-08-08,CONV-233,Social Media,36.76,,17300.0,270.0,159.66
2024-08-08,CONV-234,Social Media,76.01,,17300.0,270.0,159.66
2024-08-08,CONV-235,Social Media,120.37,,17300.0,270.0,159.66
2024-08-08,CONV-236,Social Media,57.97,,17300.0,270.0,159.66
2024-08-08,CONV-237,Social Media,26.94,,17300.0,270.0,159.66
2024-08-08,CONV-238,Social Media,22.01,,17300.0,270.0,159.66
2024-08-08,CONV-239,Social Media,115.96,,17300.0,270.0,159.66
2024-08-08,CONV-240,Social Media,120.51,,17300.0,270.0,159.66
2024-08-09,CONV-241,PPC,136.49,,,,310.58
2024-08-09,CONV-242,PPC,84.5,,,,310.58
2024-08-09,CONV-243,PPC,54.98,,,,310.58
2024-08-09,CONV-244,PPC,318.44,,,,310.58
2024-08-09,CONV-245,PPC,84.71,,,,310.58
2024-08-09,CONV-246,PPC,123.74,,,,310.58
2024-08-09,CONV-247,PPC,88.96,,,,310.58
2024-08-09,CONV-248,PPC,89.18,,,,310.58
2024-08-09,CONV-249,PPC,105.22,,,,310.58
2024-08-09,CONV-250,PPC,75.73,,,,310.58
2024-08-09,CONV-251,PPC,51.87,,,,310.58
2024-08-09,CONV-252,PPC,91.98,,,,310.58
2024-08-09,CONV-253,PPC,134.09,,,,310.58
2024-08-09,CONV-254,Email,145.74,2834.0,,131.788366846173,
2024-08-09,CONV-255,Email,132.47,2834.0,,131.788366846173,
2024-08-09,CONV-256,Email,185.69,2834.0,,131.788366846173,
2024-08-09,CONV-257,Email,104.7,2834.0,,131.788366846173,
2024-08-09,CONV-258,Email,198.07,2834.0,,131.788366846173,
2024-08-09,CONV-259,Email,107.09,2834.0,,131.788366846173,
2024-08-09,CONV-260,Email,59.04,2834.0,,131.788366846173,
2024-08-09,CONV-261,Email,192.99,2834.0,,131.788366846173,
2024-08-09,CONV-262,Email,179.89,2834.0,,131.788366846173,
2024-08-09,CONV-263,Social Media,132.11,,13888.0,170.0,120.61
2024-08-09,CONV-264,Social Media,82.09,,13888.0,170.0,120.61
2024-08-09,CONV-265,Social Media,40.33,,13888.0,170.0,120.61
2024-08-09,CONV-266,Social Media,83.77,,13888.0,170.0,120.61
2024-08-10,CONV-267,PPC,50.24,,,,241.14
2024-08-10,CONV-268,PPC,83.82,,,,241.14
2024-08-10,CONV-269,PPC,64.78,,,,241.14
2024-08-10,CONV-270,PPC,120.77,,,,241.14
2024-08-10,CONV-271,PPC,99.72,,,,241.14
2024-08-10,CONV-272,PPC,86.01,,,,241.14
2024-08-10,CONV-273,PPC,65.13,,,,241.14
2024-08-10,CONV-274,PPC,88.23,,,,241.14
2024-08-10,CONV-275,PPC,124.25,,,,241.14
2024-08-10,CONV-276,Email,211.76,1957.0,,105.6993106822246,
2024-08-10,CONV-277,Email,102.61,1957.0,,105.6993106822246,
2024-08-10,CONV-278,Email,125.63,1957.0,,105.6993106822246,
2024-08-10,CONV-279,Email,129.62,1957.0,,105.6993106822246,
2024-08-10,CONV-280,Email,99.84,1957.0,,105.6993106822246,
2024-08-10,CONV-281,Email,98.45,1957.0,,105.6993106822246,
2024-08-10,CONV-282,Email,106.93,1957.0,,105.6993106822246,
2024-08-10,CONV-283,Social Media,71.69,,18416.0,349.0,165.87
2024-08-10,CONV-284,Social Media,14.7,,18416.0,349.0,165.87
2024-08-10,CONV-285,Social Media,67.95,,18416.0,349.0,165.87
2024-08-10,CONV-286,Social Media,30.94,,18416.0,349.0,165.87
2024-08-10,CONV-287,Social Media,50.86,,18416.0,349.0,165.87
2024-08-10,CONV-288,Social Media,62.52,,18416.0,349.0,165.87
2024-08-10,CONV-289,Social Media,88.2,,18416.0,349.0,165.87
2024-08-10,CONV-290,Social Media,18.6,,18416.0,349.0,165.87
2024-08-11,CONV-291,PPC,432.08,,,,302.38
2024-08-11,CONV-292,PPC,35.96,,,,302.38
2024-08-11,CONV-293,PPC,108.57,,,,302.38
2024-08-11,CONV-294,PPC,97.14,,,,302.38
2024-08-11,CONV-295,PPC,64.08,,,,302.38
2024-08-11,CONV-296,PPC,133.32,,,,302.38
2024-08-11,CONV-297,PPC,115.09,,,,302.38
2024-08-11,CONV-298,PPC,45.85,,,,302.38
2024-08-11,CONV-299,PPC,52.72,,,,302.38
2024-08-11,CONV-300,PPC,121.15,,,,302.38
2024-08-11,CONV-301,Email,168.77,2495.0,,140.58851077208405,
2024-08-11,CONV-302,Email,70.6,2495.0,,140.58851077208405,
2024-08-11,CONV-303,Email,148.71,2495.0,,140.58851077208405,
2024-08-11,CONV-304,Email,128.23,2495.0,,140.58851077208405,
2024-08-11,CONV-305,Email,87.08,2495.0,,140.58851077208405,
2024-08-11,CONV-306,Email,181.35,2495.0,,140.58851077208405,
2024-08-11,CONV-307,Email,145.87,2495.0,,140.58851077208405,
2024-08-11,CONV-308,Email,169.85,2495.0,,140.58851077208405,
2024-08-11,CONV-309,Email,130.3,2495.0,,140.58851077208405,
2024-08-11,CONV-310,Email,204.01,2495.0,,140.58851077208405,
2024-08-11,CONV-311,Email,90.69,2495.0,,140.58851077208405,
2024-08-11,CONV-312,Social Media,170.96,,11315.0,224.0,140.24
2024-08-11,CONV-313,Social Media,150.82,,11315.0,224.0,140.24
2024-08-11,CONV-314,Social Media,26.0,,11315.0,224.0,140.24
2024-08-11,CONV-315,Social Media,78.37,,11315.0,224.0,140.24
2024-08-11,CONV-316,Social Media,52.93,,11315.0,224.0,140.24
2024-08-12,CONV-317,PPC,94.71,,,,370.19
2024-08-12,CONV-318,PPC,102.9,,,,370.19
2024-08-12,CONV-319,PPC,146.31,,,,370.19
2024-08-12,CONV-320,PPC,48.07,,,,370.19
2024-08-12,CONV-321,PPC,60.95,,,,370.19
2024-08-12,CONV-322,PPC,139.64,,,,370.19
2024-08-12,CONV-323,PPC,119.47,,,,370.19
2024-08-12,CONV-324,PPC,117.18,,,,370.19
2024-08-12,CONV-325,PPC,73.06,,,,370.19
2024-08-12,CONV-326,PPC,62.65,,,,370.19
2024-08-12,CONV-327,PPC,75.36,,,,370.19
2024-08-12,CONV-328,PPC,77.89,,,,370.19
2024-08-12,CONV-329,PPC,61.08,,,,370.19
2024-08-12,CONV-330,PPC,110.14,,,,370.19
2024-08-12,CONV-331,PPC,111.31,,,,370.19
2024-08-12,CONV-332,PPC,73.64,,,,370.19
2024-08-12,CONV-333,Email,138.04,2470.0,,120.45374457861318,
2024-08-12,CONV-334,Email,235.4,2470.0,,120.45374457861318,
2024-08-12,CONV-335,Email,63.76,2470.0,,120.45374457861318,
2024-08-12,CONV-336,Email,181.42,2470.0,,120.45374457861318,
2024-08-12,CONV-337,Email,123.12,2470.0,,120.45374457861318,
2024-08-12,CONV-338,Email,114.71,2470.0,,120.45374457861318,
2024-08-12,CONV-339,Email,191.92,2470.0,,120.45374457861318,
2024-08-12,CONV-340,Email,88.22,2470.0,,120.45374457861318,
2024-08-12,CONV-341,Email,124.39,2470.0,,120.45374457861318,
2024-08-12,CONV-342,Email,87.09,2470.0,,120.45374457861318,
2024-08-12,CONV-343,Social Media,19.48,,13790.0,140.0,131.87
2024-08-12,CONV-344,Social Media,100.19,,13790.0,140.0,131.87
2024-08-12,CONV-345,Social Media,88.87,,13790.0,140.0,131.87
2024-08-12,CONV-346,Social Media,100.61,,13790.0,140.0,131.87
2024-08-13,CONV-347,PPC,153.38,,,,377.66
2024-08-13,CONV-348,PPC,105.48,,,,377.66
2024-08-13,CONV-349,PPC,38.57,,,,377.66
2024-08-13,CONV-350,PPC,76.63,,,,377.66
2024-08-13,CONV-351,PPC,132.08,,,,377.66
2024-08-13,CONV-352,PPC,142.52,,,,377.66
2024-08-13,CONV-353,PPC,145.31,,,,377.66
2024-08-13,CONV-354,PPC,88.58,,,,377.66
2024-08-13,CONV-355,PPC,84.55,,,,377.66
2024-08-13,CONV-356,PPC,85.31,,,,377.66
2024-08-13,CONV-357,PPC,40.38,,,,377.66
2024-08-13,CONV-358,PPC,137.3,,,,377.66
2024-08-13,CONV-359,PPC,75.96,,,,377.66
2024-08-13,CONV-360,PPC,106.8,,,,377.66
2024-08-13,CONV-361,PPC,144.13,,,,377.66
2024-08-13,CONV-362,Email,50.36,2370.0,,152.2928494679007,
2024-08-13,CONV-363,Email,96.61,2370.0,,152.2928494679007,
2024-08-13,CONV-364,Email,113.46,2370.0,,152.2928494679007,
2024-08-13,CONV-365,Email,75.39,2370.0,,152.2928494679007,
2024-08-13,CONV-366,Email,273.5,2370.0,,152.2928494679007,
2024-08-13,CONV-367,Email,57.36,2370.0,,152.2928494679007,
2024-08-13,CONV-368,Email,59.81,2370.0,,152.2928494679007,
2024-08-13,CONV-369,Email,135.75,2370.0,,152.2928494679007,
2024-08-13,CONV-370,Email,128.59,2370.0,,152.2928494679007,
2024-08-13,CONV-371,Email,67.01,2370.0,,152.2928494679007,
2024-08-13,CONV-372,Email,157.85,2370.0,,152.2928494679007,
2024-08-13,CONV-373,Email,124.06,2370.0,,152.2928494679007,
2024-08-13,CONV-374,Email,161.33,2370.0,,152.2928494679007,
2024-08-13,CONV-375,Social Media,88.12,,15443.0,176.0,168.24
2024-08-13,CONV-376,Social Media,94.43,,15443.0,176.0,168.24
2024-08-13,CONV-377,Social Media,55.84,,15443.0,176.0,168.24
2024-08-14,CONV-378,PPC,94.28,,,,310.45
2024-08-14,CONV-379,PPC,88.74,,,,310.45
2024-08-14,CONV-380,PPC,84.98,,,,310.45
2024-08-14,CONV-381,PPC,109.16,,,,310.45
2024-08-14,CONV-382,PPC,107.86,,,,310.45
2024-08-14,CONV-383,PPC,85.19,,,,310.45
2024-08-14,CONV-384,PPC,50.95,,,,310.45
2024-08-14,CONV-385,PPC,89.89,,,,310.45
2024-08-14,CONV-386,PPC,61.24,,,,310.45
2024-08-14,CONV-387,PPC,159.4,,,,310.45
2024-08-14,CONV-388,PPC,55.87,,,,310.45
2024-08-14,CONV-389,PPC,72.61,,,,310.45
2024-08-14,CONV-390,PPC,64.75,,,,310.45
2024-08-14,CONV-391,PPC,60.72,,,,310.45
2024-08-14,CONV-392,PPC,35.87,,,,310.45
2024-08-14,CONV-393,PPC,124.76,,,,310.45
2024-08-14,CONV-394,PPC,96.76,,,,310.45
2024-08-14,CONV-395,PPC,59.89,,,,310.45
2024-08-14,CONV-396,Email,133.55,2639.0,,140.10372811472078,
2024-08-14,CONV-397,Email,200.13,2639.0,,140.10372811472078,
2024-08-14,CONV-398,Email,199.0,2639.0,,140.10372811472078,
2024-08-14,CONV-399,Email,183.91,2639.0,,140.10372811472078,
2024-08-14,CONV-400,Email,143.15,2639.0,,140.10372811472078,
2024-08-14,CONV-401,Email,184.06,2639.0,,140.10372811472078,
2024-08-14,CONV-402,Email,141.81,2639.0,,140.10372811472078,
2024-08-14,CONV-403,Email,157.44,2639.0,,140.10372811472078,
2024-08-14,CONV-404,Email,194.03,2639.0,,140.10372811472078,
2024-08-14,CONV-405,Email,142.57,2639.0,,140.10372811472078,
2024-08-14,CONV-406,Social Media,51.51,,13862.0,181.0,116.88
2024-08-14,CONV-407,Social Media,137.03,,13862.0,181.0,116.88
2024-08-14,CONV-408,Social Media,140.13,,13862.0,181.0,116.88
2024-08-14,CONV-409,Social Media,62.67,,13862.0,181.0,116.88
2024-08-15,CONV-410,PPC,78.16,,,,353.57
2024-08-15,CONV-411,PPC,42.06,,,,353.57
2024-08-15,CONV-412,PPC,56.16,,,,353.57
2024-08-15,CONV-413,PPC,47.32,,,,353.57
2024-08-15,CONV-414,PPC,61.79,,,,353.57
2024-08-15,CONV-415,PPC,108.24,,,,353.57
2024-08-15,CONV-416,PPC,42.36,,,,353.57
2024-08-15,CONV-417,PPC,150.27,,,,353.57
2024-08-15,CONV-418,PPC,42.04,,,,353.57
2024-08-15,CONV-419,PPC,80.84,,,,353.57
2024-08-15,CONV-420,PPC,71.0,,,,353.57
2024-08-15,CONV-421,PPC,42.56,,,,353.57
2024-08-15,CONV-422,PPC,70.78,,,,353.57
2024-08-15,CONV-423,PPC,276.76,,,,353.57
2024-08-15,CONV-424,PPC,51.69,,,,353.57
2024-08-15,CONV-425,Email,172.31,3031.0,,157.8843537447538,
2024-08-15,CONV-426,Email,75.66,3031.0,,157.8843537447538,
2024-08-15,CONV-427,Email,355.32,3031.0,,157.8843537447538,
2024-08-15,CONV-428,Email,260.33,3031.0,,157.8843537447538,
2024-08-15,CONV-429,Email,142.27,3031.0,,157.8843537447538,
2024-08-15,CONV-430,Email,158.25,3031.0,,157.8843537447538,
2024-08-15,CONV-431,Email,129.57,3031.0,,157.8843537447538,
2024-08-15,CONV-432,Email,205.32,3031.0,,157.8843537447538,
2024-08-15,CONV-433,Email,109.03,3031.0,,157.8843537447538,
2024-08-15,CONV-434,Email,110.06,3031.0,,157.8843537447538,
2024-08-15,CONV-435,Email,119.54,3031.0,,157.8843537447538,
2024-08-15,CONV-436,Social Media,27.44,,18491.0,257.0,158.54
2024-08-15,CONV-437,Social Media,40.86,,18491.0,257.0,158.54
2024-08-15,CONV-438,Social Media,100.34,,18491.0,257.0,158.54
2024-08-15,CONV-439,Social Media,138.22,,18491.0,257.0,158.54
2024-08-15,CONV-440,Social Media,127.92,,18491.0,257.0,158.54
2024-08-15,CONV-441,Social Media,34.96,,18491.0,257.0,158.54
2024-08-15,CONV-442,Social Media,75.21,,18491.0,257.0,158.54
